sector,ticker
Juliett,BBY
Charlie,SNA
Alpha,RCL
Foxtrot,EXPE
Foxtrot,TRIP
Charlie,FOXA
Juliett,AZO
India,PHM
Foxtrot,UAA
Alpha,F
Charlie,GRMN
Alpha,SWK
Hotel,OMC
Golf,SBUX
Foxtrot,BKNG
Alpha,CHTR
Alpha,CMCSA
Kilo,TPR
Charlie,DIS
Alpha,CCL
India,DHI
Charlie,DISCA
Delta,DISH
Foxtrot,MAT
Juliett,TSCO
Bravo,BWA
Charlie,GM
Bravo,APTV
Bravo,CMG
Hotel,IPG
Juliett,LOW
Bravo,LKQ
Bravo,GPC
Charlie,MHK
Bravo,WHR
Bravo,AAP
Alpha,MGM
Bravo,LEG
India,LEN
Alpha,NWL
Juliett,M
Charlie,AMZN
Charlie,GT
Juliett,JWN
Juliett,ORLY
Golf,HBI
Golf,MCD
Juliett,HD
Foxtrot,HAS
Alpha,NCLH
Alpha,KO
Juliett,COST
Foxtrot,CL
Foxtrot,CLX
Bravo,CVS
Charlie,PEP
Charlie,CHD
Golf,PM
Bravo,HRL
Charlie,PG
Foxtrot,EL
Juliett,SYY
Alpha,MDLZ
Charlie,K
Golf,KMB
Kilo,MNST
Alpha,TAP
Alpha,MKC
Golf,CPB
Alpha,MO
Bravo,WBA
Juliett,WMT
Bravo,TSN
Foxtrot,HSY
Bravo,ADM
Alpha,SLB
Alpha,WMB
Alpha,KMI
Charlie,EOG
Delta,CVX
Alpha,NOV
Delta,OXY
Delta,APC
Charlie,HAL
Charlie,HP
Delta,HES
Delta,NBL
Bravo,PSX
Delta,CXO
Charlie,XEC
Delta,MRO
Delta,COP
Alpha,BEN
Hotel,PBCT
Alpha,ALL
Alpha,TRV
Hotel,CMA
Alpha,AJG
Hotel,FITB
Hotel,USB
Hotel,JPM
Alpha,CB
Hotel,MTB
Alpha,AON
Hotel,AXP
Alpha,AIG
Alpha,UNM
Alpha,NTRS
Alpha,CINF
India,SCHW
Alpha,BK
Alpha,ICE
Alpha,HIG
Hotel,ZION
Hotel,C
Hotel,NAVI
Alpha,CME
Charlie,MMC
Alpha,NDAQ
Hotel,BAC
Delta,AMG
Hotel,DFS
Hotel,BBT
Alpha,ETFC
Alpha,CBOE
Kilo,SPGI
Hotel,STI
Alpha,BRK.B
Alpha,STT
Hotel,SIVB
Golf,TROW
Alpha,RE
Hotel,KEY
Hotel,RJF
Hotel,HBAN
Alpha,MET
Hotel,COF
Hotel,RF
Hotel,WFC
Kilo,LLY
Golf,MTD
Kilo,ILMN
Kilo,IDXX
Charlie,VAR
Echo,INCY
Echo,VRTX
Alpha,AGN
Alpha,ABT
Alpha,ALXN
Golf,JNJ
Echo,NKTR
Alpha,LH
Kilo,ISRG
Charlie,A
Kilo,ALGN
Golf,ZTS
Alpha,PKI
Charlie,PRGO
Charlie,SYK
Charlie,DGX
Alpha,BDX
Charlie,BAX
